"ActivityLabel" "SubjectID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"LAYING" 26 0.2826343 -0.017520854 -0.10919265 -0.97694117 -0.98237355 -0.97103005 -0.60103644 0.82589735 0.58799297 -0.98968262 -0.99800733 -0.9936421 0.095722282 0.02171363 -0.0037899777 -0.96840239 -0.9761644 -0.9693554 -0.025936985 -0.089616318 0.094893424 -0.98332775 -0.95498656 -0.98474753 -0.09131899 -0.026768386 -0.055797165 -0.97160543 -0.95850226 -0.98554891 -0.98393322 -0.96296913 -0.98393322 -0.96296913 -0.97951481 -0.95158204 -0.9797385 -0.93906644 -0.98229038 -0.94336986 -0.96835237 -0.97786112 -0.96736299 -0.98137195 -0.98522956 -0.97507518 -0.96559293 -0.97444194 -0.96536174 -0.97502122 -0.9803387 -0.97187048 -0.97206753 -0.94455369 -0.98206044 -0.9874861 -0.96313461 -0.98707548 -0.96180351 -0.9683244 -0.95528585 -0.94545961 -0.94728339 -0.94364862 -0.95395626 -0.93485637
"LAYING" 27 0.27647861 -0.01715386 -0.10865023 -0.98281422 -0.98835294 -0.98701094 -0.56089289 0.59583875 0.82650435 -0.9907023 -0.9965831 -0.99362289 0.082001809 -0.0038910404 0.013910609 -0.98915812 -0.98837404 -0.99129946 -0.027082512 -0.075730227 0.086659654 -0.9924909 -0.97780384 -0.9965318 -0.094336143 -0.037039003 -0.059089691 -0.9934149 -0.99318821 -0.99336592 -0.9883554 -0.98376014 -0.9883554 -0.98376014 -0.9912993 -0.99039683 -0.98543459 -0.98380083 -0.995166 -0.99229206 -0.98700592 -0.98687356 -0.98632867 -0.98103887 -0.98883634 -0.98761798 -0.98724911 -0.98820436 -0.98829327 -0.99289456 -0.98942778 -0.99326031 -0.99119357 -0.98524504 -0.99544122 -0.9928299 -0.97411205 -0.99728716 -0.98529426 -0.98419242 -0.98865007 -0.99211938 -0.98934535 -0.98283197 -0.99161594 -0.99351878
"LAYING" 28 0.38424792 0.0072167871 -0.13821082 -0.85624497 -0.80151114 -0.84066337 -0.42604012 0.50656893 0.87959049 -0.96470109 -0.98847254 -0.98718647 0.16196945 0.0099219212 0.022773825 -0.92608493 -0.90548246 -0.91298453 -0.023440557 -0.14018381 0.16585894 -0.85692592 -0.84333395 -0.78912372 -0.20102045 -0.0076810209 0.068900047 -0.88374697 -0.89555824 -0.87643823 -0.88951202 -0.68560958 -0.88951202 -0.68560958 -0.93908445 -0.86346707 -0.87648563 -0.68726277 -0.92546839 -0.84458936 -0.86236398 -0.83769838 -0.84931608 -0.85368342 -0.79591761 -0.84756241 -0.92782185 -0.90287732 -0.88503478 -0.93080161 -0.91586206 -0.94687996 -0.7926971 -0.84472924 -0.75229572 -0.878147 -0.84349684 -0.82192165 -0.77527492 -0.6926575 -0.88781241 -0.83581898 -0.74875804 -0.70084565 -0.8982632 -0.80324644
"LAYING" 29 0.27819517 -0.016657912 -0.10660939 -0.9946102 -0.99388417 -0.99702319 -0.31571255 0.8381036 0.54319071 -0.99853125 -0.9981566 -0.99723694 0.07485659 0.012139236 0.004943935 -0.99405889 -0.99331501 -0.99515822 -0.027666135 -0.072795632 0.085095993 -0.99795453 -0.99634534 -0.99595553 -0.098247876 -0.041042107 -0.055075968 -0.99708709 -0.99737068 -0.9953047 -0.99740665 -0.99887266 -0.99740665 -0.99887266 -0.99514614 -0.99809081 -0.99720653 -0.99884179 -0.99747774 -0.99860443 -0.99468693 -0.99281791 -0.99551488 -0.99444814 -0.99377572 -0.99753313 -0.99473543 -0.99337959 -0.99425512 -0.99375323 -0.99369286 -0.99454415 -0.99774455 -0.99704944 -0.99620845 -0.99795835 -0.99583806 -0.9961121 -0.99837135 -0.99880545 -0.99773898 -0.99746124 -0.99864722 -0.99915826 -0.99840959 -0.99868525
"LAYING" 30 0.27661103 -0.017218513 -0.1059895 -0.99501732 -0.99167015 -0.98704231 -0.42597367 0.77154961 0.65040504 -0.99662025 -0.99799689 -0.99561191 0.075438644 0.008415954 0.00735449 -0.99563042 -0.98913953 -0.9902446 -0.027550978 -0.072577399 0.085639422 -0.99633235 -0.99095075 -0.99465328 -0.097274032 -0.04218786 -0.054099279 -0.9978331 -0.99841587 -0.99737032 -0.99428088 -0.99316157 -0.99428088 -0.99316157 -0.99258144 -0.99416018 -0.99361471 -0.99503545 -0.99876561 -0.9993211 -0.99514502 -0.98960471 -0.98875596 -0.99483353 -0.99233757 -0.98604011 -0.99534064 -0.98886761 -0.98929366 -0.99640402 -0.99028562 -0.98960256 -0.9965012 -0.99469221 -0.99491028 -0.99620946 -0.98900062 -0.99491761 -0.99303329 -0.99337143 -0.99312329 -0.99464339 -0.9966161 -0.99453919 -0.99940092 -0.99886168
"SITTING" 1 0.27426151 -0.012264695 -0.10949351 -0.99386458 -0.97742116 -0.98933645 0.91723704 0.11931644 0.23858067 -0.99552951 -0.9842326 -0.99670203 0.070491085 0.012746198 0.026884995 -0.99179825 -0.99160989 -0.99194361 -0.030056097 -0.090108786 0.085033085 -0.9873637 -0.96659886 -0.97442631 -0.11328091 -0.089832089 -0.085486091 -0.99601198 -0.9906037 -0.99074242 -0.98908857 -0.99246581 -0.98908857 -0.99246581 -0.99346153 -0.99208943 -0.98713799 -0.94684439 -0.99519522 -0.98748 -0.99192221 -0.9846911 -0.98485259 -0.99481983 -0.9743586 -0.99289783 -0.99222929 -0.99090677 -0.98903773 -0.9919871 -0.99322501 -0.99379763 -0.98099103 -0.95775219 -0.96535732 -0.98950361 -0.97364219 -0.98055725 -0.99363329 -0.99182712 -0.99184069 -0.99094029 -0.94126546 -0.96101214 -0.98908456 -0.98587585
"SITTING" 2 0.27540653 -0.019426969 -0.10365438 -0.99384045 -0.97611848 -0.97222727 0.92897521 -0.13049954 0.26296044 -0.99652611 -0.99545189 -0.97942956 0.071163678 -0.0077639764 -0.0032495041 -0.99022202 -0.97739501 -0.99163862 -0.027010357 -0.071974132 0.093720176 -0.99357368 -0.9796988 -0.97826614 -0.093486518 -0.048518778 -0.069946613 -0.99280269 -0.99003299 -0.98534268 -0.98426101 -0.98541729 -0.98426101 -0.98541729 -0.98848675 -0.98863537 -0.9843081 -0.97980246 -0.99148733 -0.98915297 -0.99179004 -0.97253117 -0.98348252 -0.99486464 -0.97867051 -0.96743248 -0.98962427 -0.97698085 -0.99088415 -0.99188427 -0.97957915 -0.99079354 -0.99057422 -0.98199552 -0.97308511 -0.99455433 -0.97839245 -0.98221493 -0.98378961 -0.98782781 -0.98707413 -0.98986558 -0.98142321 -0.98189938 -0.98935881 -0.98911204
"SITTING" 3 0.28577601 -0.033157071 -0.089408997 -0.97259047 -0.77434252 -0.64901162 0.95750237 0.05262745 -0.13541154 -0.97788493 -0.93777222 -0.81516565 0.093735921 -0.11211554 0.19965321 -0.97231341 -0.93467961 -0.95251896 -0.015374248 0.076804848 0.17448144 -0.91386566 -0.87746765 -0.84411884 -0.082855564 -0.036850503 -0.078612691 -0.94202567 -0.96429329 -0.95393294 -0.81276379 -0.79622284 -0.81276379 -0.79622284 -0.95169098 -0.95649641 -0.86002543 -0.83680582 -0.95532995 -0.967471 -0.9655333 -0.80926719 -0.75971732 -0.97589844 -0.77074789 -0.62233958 -0.96838081 -0.93199383 -0.9539763 -0.98037431 -0.94308578 -0.94945155 -0.90906307 -0.93029897 -0.88771259 -0.91592809 -0.8545628 -0.84615364 -0.87542893 -0.79295792 -0.95269584 -0.96078057 -0.89646638 -0.83041586 -0.96561951 -0.97216087
"SITTING" 4 0.28384658 -0.028349849 -0.12659896 -0.95888194 -0.85470203 -0.79560338 0.96718305 0.013966913 0.080706033 -0.99319961 -0.94203841 -0.92942763 -0.015380868 -0.1015907 0.010231628 -0.94089915 -0.89222547 -0.95382309 -0.021972088 -0.12286918 0.11667961 -0.95141026 -0.84722458 -0.9067374 -0.17001539 -0.10705194 -0.086955487 -0.94033939 -0.9735178 -0.93604875 -0.88047011 -0.88383524 -0.88047011 -0.88383524 -0.93668169 -0.91104197 -0.88279454 -0.86901972 -0.96070167 -0.9565858 -0.93290471 -0.83297916 -0.89498265 -0.97550629 -0.87610736 -0.76753479 -0.93869061 -0.8795276 -0.94405226 -0.94905982 -0.91910519 -0.96305423 -0.92132667 -0.90270427 -0.89852714 -0.96215492 -0.82210061 -0.9179976 -0.9022407 -0.89123823 -0.91792893 -0.9014335 -0.89434361 -0.87471486 -0.96013756 -0.95473298
"SITTING" 5 0.27758551 -0.016666574 -0.11040528 -0.99261941 -0.9832328 -0.97767507 0.97714803 -0.062367821 -0.015000317 -0.99899687 -0.99603677 -0.98757089 0.078229331 0.015588924 -0.011907847 -0.98627374 -0.98026352 -0.9891958 -0.028198932 -0.071436351 0.078008476 -0.99222679 -0.98608243 -0.98593943 -0.093367864 -0.039031513 -0.061121105 -0.98183526 -0.99240473 -0.98758712 -0.98806498 -0.98834128 -0.98806498 -0.98834128 -0.9860117 -0.98994561 -0.98757511 -0.98824829 -0.98944009 -0.99046415 -0.99064213 -0.97918914 -0.98232498 -0.99354755 -0.98571139 -0.97572131 -0.98693606 -0.98033907 -0.98783457 -0.98669912 -0.98157245 -0.98900559 -0.98770026 -0.98862205 -0.98331139 -0.99381251 -0.98463215 -0.98814901 -0.98593923 -0.9910519 -0.98988632 -0.9885629 -0.98795232 -0.99039682 -0.99016026 -0.99118899
"SITTING" 6 0.27825623 -0.019345499 -0.11166737 -0.9894556 -0.96841501 -0.94357117 0.95984605 -0.10013878 -0.16312621 -0.99586418 -0.98901581 -0.97031197 0.081969528 0.020344866 -0.0015659239 -0.98161737 -0.96621392 -0.97382157 -0.029516174 -0.066770126 0.084315788 -0.98593333 -0.96792934 -0.97597214 -0.09629994 -0.027861925 -0.052872789 -0.96718137 -0.97901718 -0.9860808 -0.96899876 -0.98069214 -0.96899876 -0.98069214 -0.9733235 -0.97975709 -0.97298597 -0.97792259 -0.97646318 -0.98238503 -0.98718719 -0.97039984 -0.96030988 -0.99046118 -0.96826209 -0.93821708 -0.98388995 -0.96879366 -0.96932692 -0.98071774 -0.9654395 -0.97703255 -0.97740195 -0.96880366 -0.97834814 -0.98896543 -0.96751751 -0.97719562 -0.97650488 -0.98581074 -0.97697822 -0.98253646 -0.97540023 -0.98388319 -0.97972454 -0.98786436
"SITTING" 7 0.27694534 -0.01726248 -0.10608323 -0.99655975 -0.98727977 -0.979209 0.96176458 0.061286454 0.094431876 -0.99895964 -0.99686894 -0.99196679 0.074072352 0.0023792317 -0.0022275001 -0.99344714 -0.99058453 -0.98796076 -0.028877947 -0.076570642 0.090892068 -0.98923645 -0.98219811 -0.98880496 -0.096387574 -0.042526608 -0.050302485 -0.99648598 -0.99402422 -0.99371723 -0.99081563 -0.99045926 -0.99081563 -0.99045926 -0.99126118 -0.99228656 -0.98456697 -0.98824927 -0.99537935 -0.99548772 -0.99579472 -0.98759905 -0.98401568 -0.99689199 -0.98678864 -0.97704745 -0.99447494 -0.99037057 -0.98574269 -0.99280551 -0.99154956 -0.98876049 -0.99123239 -0.98806122 -0.98925618 -0.98874631 -0.97922331 -0.98950903 -0.98940687 -0.99176679 -0.99092042 -0.99322972 -0.98999095 -0.98880236 -0.99520634 -0.995881
"SITTING" 8 0.27082582 -0.013268152 -0.075411508 -0.94100504 -0.94139313 -0.9039332 0.94109912 0.11177305 0.14312619 -0.98187602 -0.98780636 -0.92477087 0.080897497 -0.0053948914 -0.0078194112 -0.90212968 -0.9326845 -0.93126522 -0.029118217 -0.081051861 0.094748701 -0.98614022 -0.89341764 -0.91721176 -0.095961033 -0.040137255 -0.061085924 -0.97925709 -0.91637181 -0.89901195 -0.93438303 -0.90353643 -0.93438303 -0.90353643 -0.92858496 -0.8841 -0.92913212 -0.88985141 -0.93943847 -0.89980114 -0.93034938 -0.93251078 -0.91474411 -0.9457136 -0.94942936 -0.90449105 -0.90856616 -0.93752863 -0.92468695 -0.90388406 -0.93163427 -0.93619144 -0.97924439 -0.90741653 -0.90544472 -0.98845314 -0.88621196 -0.9289438 -0.90848805 -0.91461586 -0.88848243 -0.87776249 -0.89630438 -0.90405892 -0.909432 -0.89462457
"SITTING" 9 0.28028109 -0.023555422 -0.086982555 -0.99340398 -0.97895511 -0.97546761 0.96849004 0.01346254 -0.10608029 -0.99746205 -0.99079366 -0.96848293 0.076718981 0.0038288678 0.021020733 -0.99017439 -0.98209342 -0.98987724 -0.025377532 -0.062000069 0.09755732 -0.9836837 -0.98759446 -0.98281346 -0.096364501 -0.043202838 -0.066629949 -0.97902058 -0.99329861 -0.99007767 -0.97957042 -0.97967763 -0.97957042 -0.97967763 -0.9900087 -0.98706289 -0.98339371 -0.98075847 -0.99055497 -0.98755473 -0.99239463 -0.9768097 -0.97971313 -0.99379262 -0.98042718 -0.97391558 -0.99069031 -0.98170293 -0.98737937 -0.99041277 -0.98390979 -0.99108975 -0.97700795 -0.98900202 -0.98075396 -0.98582946 -0.98673961 -0.98502484 -0.98259518 -0.97994561 -0.9859061 -0.9873753 -0.98436685 -0.9813404 -0.98808046 -0.98727389
"SITTING" 10 0.27931694 -0.020068037 -0.11260307 -0.99618979 -0.99210698 -0.98605603 0.96813755 -0.16207496 0.072674179 -0.99933821 -0.99589032 -0.99072361 0.074969841 0.007159911 0.010146494 -0.99385284 -0.99132274 -0.99123955 -0.028833781 -0.082812293 0.090683674 -0.99774792 -0.99407589 -0.99075347 -0.10053833 -0.043705113 -0.056012363 -0.99770227 -0.99535113 -0.99383585 -0.99352015 -0.99324411 -0.99352015 -0.99324411 -0.99288345 -0.99517703 -0.99414916 -0.99431174 -0.99638849 -0.99658871 -0.99551321 -0.99023732 -0.98683596 -0.99645721 -0.99261945 -0.9857345 -0.99424033 -0.99068985 -0.98946056 -0.99390677 -0.99285087 -0.99159087 -0.99679443 -0.9939389 -0.99161795 -0.99804118 -0.99412089 -0.99113161 -0.99334919 -0.99326 -0.99475976 -0.99395516 -0.99462506 -0.99488604 -0.99650258 -0.99658316
"SITTING" 11 0.28145281 -0.017903606 -0.1186191 -0.95406302 -0.9227712 -0.96223428 0.95313472 0.0018466024 0.18136653 -0.99840084 -0.98535461 -0.9849787 0.075150345 -0.0049855027 0.0065260164 -0.94648735 -0.92348393 -0.97920185 -0.029059034 -0.08017942 0.10327364 -0.98516017 -0.95237611 -0.93855125 -0.10036923 -0.04306676 -0.052934033 -0.98029409 -0.96272175 -0.94895899 -0.95038069 -0.94415886 -0.95038069 -0.94415886 -0.95368865 -0.93718233 -0.95865651 -0.94979051 -0.96918652 -0.95683479 -0.95336553 -0.91590683 -0.96570608 -0.9541689 -0.9306004 -0.96221268 -0.95088295 -0.92455174 -0.97604783 -0.94646622 -0.92764972 -0.98092056 -0.97852975 -0.94832076 -0.92757848 -0.98732843 -0.95533872 -0.94816625 -0.94256211 -0.95267697 -0.94244835 -0.92927188 -0.95614901 -0.95380144 -0.96028277 -0.95503628
"SITTING" 12 0.27560934 -0.005064608 -0.1071814 -0.96580857 -0.9441957 -0.93913787 0.97229565 0.0044086478 -0.070881424 -0.99766803 -0.97328344 -0.97111432 0.07392155 -0.01242255 0.017258564 -0.9483243 -0.95674752 -0.97844062 -0.031184101 -0.062319358 0.1050281 -0.97872765 -0.95286644 -0.95625855 -0.093451952 -0.04722801 -0.039856092 -0.97463706 -0.96674207 -0.97023638 -0.95113162 -0.96169173 -0.95113162 -0.96169173 -0.96019824 -0.95597493 -0.9609781 -0.9520442 -0.97154409 -0.96737937 -0.9619535 -0.94184789 -0.95193778 -0.9673527 -0.94797131 -0.9359352 -0.95074176 -0.9559713 -0.97348285 -0.95024339 -0.96091712 -0.98240684 -0.97194866 -0.95060291 -0.952309 -0.98083399 -0.95457921 -0.96151539 -0.96008662 -0.96753804 -0.95559545 -0.95514821 -0.95225156 -0.96012867 -0.96544031 -0.97220735
"SITTING" 13 0.2751743 -0.017219766 -0.099727414 -0.99649439 -0.96407477 -0.97991254 0.96906685 0.055056797 0.044176983 -0.99624321 -0.98776395 -0.97925908 0.076027168 -0.0055252419 -0.026968899 -0.99300465 -0.97649483 -0.99043728 -0.028081172 -0.080700625 0.095803685 -0.99156078 -0.98066424 -0.96703178 -0.10268614 -0.036088406 -0.078257271 -0.99313909 -0.99018043 -0.98287245 -0.98285359 -0.98692196 -0.98285359 -0.98692196 -0.98863665 -0.98851849 -0.97969774 -0.98040977 -0.9904906 -0.99005645 -0.99508943 -0.96434514 -0.98021428 -0.99723698 -0.96510226 -0.98040717 -0.99325425 -0.97581669 -0.98744755 -0.99330494 -0.97911414 -0.99232976 -0.98971416 -0.98393433 -0.96201697 -0.99207595 -0.97884697 -0.97178466 -0.98603273 -0.98856596 -0.98811654 -0.98762482 -0.98249509 -0.98207156 -0.9896326 -0.99096812
"SITTING" 14 0.2826212 -0.017185146 -0.10646929 -0.99391951 -0.99113642 -0.98018342 0.88591122 -0.098753239 -0.36387398 -0.99636904 -0.99862726 -0.98862477 0.074655232 0.026345903 0.014932255 -0.99119885 -0.98756696 -0.98806877 -0.028021976 -0.06798523 0.085790053 -0.99727561 -0.99414939 -0.99491083 -0.10084097 -0.040480895 -0.055823695 -0.99657305 -0.99758395 -0.99497773 -0.99178653 -0.9878556 -0.99178653 -0.9878556 -0.99174182 -0.98614742 -0.9961057 -0.99396522 -0.99831128 -0.99625975 -0.99254597 -0.98822361 -0.98241267 -0.99452864 -0.99241808 -0.97942789 -0.9902354 -0.98527139 -0.98728432 -0.99329843 -0.9920539 -0.98721809 -0.99618236 -0.99565657 -0.99333637 -0.99760749 -0.9932177 -0.99600649 -0.98817199 -0.98848469 -0.98749938 -0.98266285 -0.99497285 -0.99404933 -0.9968331 -0.99528195
"SITTING" 15 0.27709958 -0.014212882 -0.10587611 -0.99750005 -0.99171704 -0.99595591 0.95830208 0.10845079 -0.0324345 -0.99922188 -0.99341648 -0.99470485 0.073328942 0.0058327129 0.0055521779 -0.99593767 -0.99255851 -0.99656943 -0.027849006 -0.073844343 0.085338175 -0.99879738 -0.99870466 -0.99313281 -0.09846638 -0.041725519 -0.049018424 -0.99857056 -0.99857032 -0.99605938 -0.99746602 -0.99722253 -0.99746602 -0.99722253 -0.99657756 -0.99817852 -0.99794011 -0.99774912 -0.99869254 -0.99929654 -0.99709651 -0.99012541 -0.99560548 -0.99764638 -0.99207008 -0.99562851 -0.9962981 -0.99204983 -0.99618206 -0.9958328 -0.99381736 -0.99537903 -0.9981029 -0.99861415 -0.99275279 -0.99903797 -0.99870815 -0.99378827 -0.99725797 -0.99679189 -0.99781659 -0.99754841 -0.99837963 -0.99745739 -0.99929988 -0.99899358
"SITTING" 16 0.28388428 -0.0097356304 -0.10728439 -0.98515548 -0.94339438 -0.94903898 0.96087662 -0.084450646 0.15463292 -0.99787711 -0.99765122 -0.98889643 0.081786522 0.056089099 -0.010727837 -0.98367365 -0.9818494 -0.9693475 -0.026197064 -0.078493125 0.10326682 -0.97645692 -0.96946936 -0.94750325 -0.15657795 0.0013465896 0.024908359 -0.96358101 -0.98465413 -0.96698775 -0.97959028 -0.93187563 -0.97959028 -0.93187563 -0.98015625 -0.96987835 -0.9829019 -0.93019978 -0.99030559 -0.95995434 -0.98166611 -0.93863321 -0.95000545 -0.98674917 -0.94864672 -0.95164743 -0.98304544 -0.9792922 -0.9633937 -0.98594429 -0.98706439 -0.97425303 -0.95086704 -0.9639731 -0.91398545 -0.98894662 -0.97357299 -0.96987622 -0.93622906 -0.93883876 -0.97180599 -0.96582273 -0.91644936 -0.95597157 -0.96435177 -0.95692229
"SITTING" 17 0.27933401 -0.012832354 -0.10259152 -0.99981319 -0.98896838 -0.98142201 0.96791171 -0.11835077 -0.10274653 -0.9958414 -0.985133 -0.97702435 0.074298968 0.0020761012 -0.0190372 -0.99972267 -0.99518646 -0.99313052 -0.026020422 -0.083030416 0.091260306 -0.99820694 -0.99437698 -0.99353909 -0.097915332 -0.043324643 -0.051860614 -0.99819373 -0.99838534 -0.99619288 -0.99172155 -0.98962433 -0.99172155 -0.98962433 -0.99671817 -0.99742621 -0.9953778 -0.99368797 -0.99865243 -0.99886133 -0.99997329 -0.99014856 -0.98605299 -0.99970034 -0.98791542 -0.97917836 -0.99999752 -0.99555165 -0.99095805 -0.99937784 -0.99502324 -0.99404878 -0.9978663 -0.99598285 -0.99460108 -0.99826485 -0.99339582 -0.99359429 -0.99106417 -0.98923568 -0.99757657 -0.99580401 -0.99628122 -0.99280621 -0.99881689 -0.99864971
"SITTING" 18 0.27772382 -0.018233775 -0.1122872 -0.9971475 -0.99134578 -0.98675811 0.97613221 -0.072187978 -0.04205118 -0.99975862 -0.99718418 -0.99185772 0.074905938 0.010111663 0.001795292 -0.99429455 -0.99262526 -0.99592225 -0.027141238 -0.076331971 0.0885989 -0.99637013 -0.99155145 -0.99751079 -0.096755461 -0.041180734 -0.054137414 -0.99694224 -0.99721905 -0.99721559 -0.9940186 -0.99547024 -0.9940186 -0.99547024 -0.99561358 -0.99769336 -0.99471846 -0.9944919 -0.99780261 -0.99871387 -0.99650891 -0.99111569 -0.99279305 -0.99742416 -0.99090002 -0.98337366 -0.9949135 -0.99300823 -0.99504953 -0.99403378 -0.99262532 -0.99528593 -0.99541273 -0.99408561 -0.99681397 -0.99662198 -0.9901192 -0.99800581 -0.99603301 -0.99483418 -0.99694425 -0.99782644 -0.99603775 -0.99410993 -0.99849909 -0.99885964
"SITTING" 19 0.29118443 -0.0067328106 -0.15950273 -0.97643465 -0.92580431 -0.80815369 0.89482139 0.22244901 0.22432712 -0.99504452 -0.99291614 -0.98747862 0.072550233 0.098583735 -0.098359768 -0.97423435 -0.97517367 -0.98153042 -0.023726677 -0.079130454 0.017705654 -0.94027893 -0.83870687 -0.86948092 -0.15369263 0.071908185 -0.12168187 -0.97179655 -0.96672326 -0.97906237 -0.93713307 -0.80987947 -0.93713307 -0.80987947 -0.98269406 -0.96542031 -0.91872673 -0.7594451 -0.98002771 -0.9552226 -0.9752265 -0.91389262 -0.8764963 -0.97679031 -0.93670529 -0.78974015 -0.9747239 -0.97421487 -0.97792639 -0.97597158 -0.97828609 -0.98386279 -0.91999708 -0.85166577 -0.88216965 -0.94670968 -0.83218041 -0.87725875 -0.85819138 -0.81549641 -0.96825882 -0.95995137 -0.80408215 -0.7713013 -0.96745975 -0.94500335
"SITTING" 20 0.28084703 -0.014479064 -0.083929581 -0.99250281 -0.96873747 -0.97018144 0.97521436 -0.059197755 -0.056712942 -0.99795127 -0.99718712 -0.95264533 0.082097688 0.012767523 -0.021600154 -0.99161871 -0.97861393 -0.98075726 -0.024828643 -0.067740027 0.10921587 -0.98334606 -0.97229044 -0.94155954 -0.11559421 -0.044993797 0.021861359 -0.98180534 -0.98470483 -0.98079507 -0.97586503 -0.97322837 -0.97586503 -0.97322837 -0.98646495 -0.97969274 -0.97274673 -0.94678449 -0.98773716 -0.9785639 -0.99090554 -0.969988 -0.97075669 -0.99320001 -0.96894399 -0.97129524 -0.99079781 -0.97877216 -0.97872433 -0.99347886 -0.9799309 -0.98120625 -0.97839101 -0.97426797 -0.92092403 -0.98485947 -0.9712014 -0.95552521 -0.97254437 -0.97672242 -0.97996877 -0.97769551 -0.94892584 -0.95426111 -0.97948406 -0.97838475
"SITTING" 21 0.27711033 -0.010032805 -0.10007403 -0.99336964 -0.97585422 -0.97373927 0.97383594 -0.035345737 -0.080948199 -0.9950973 -0.98210726 -0.9896644 0.079642793 0.0089317722 0.017236922 -0.99126022 -0.98506811 -0.98283346 -0.027381988 -0.049015197 0.088902618 -0.9916978 -0.97272254 -0.98596509 -0.095382987 -0.0042473172 -0.044450926 -0.99220225 -0.99057062 -0.99188031 -0.9817484 -0.98698881 -0.9817484 -0.98698881 -0.98722014 -0.98655254 -0.98181203 -0.96882809 -0.9921681 -0.99167076 -0.99172654 -0.98012035 -0.97529568 -0.99412126 -0.97413891 -0.973934 -0.99141944 -0.98529804 -0.98014821 -0.99183155 -0.9858216 -0.98407342 -0.98921602 -0.96894403 -0.98473456 -0.99243254 -0.97546351 -0.98757102 -0.98469583 -0.98974808 -0.98386597 -0.98986888 -0.96912119 -0.97387312 -0.99146423 -0.99217128
"SITTING" 22 0.28021495 -0.016287829 -0.1322343 -0.98553194 -0.93073305 -0.80742578 0.95265393 0.074241124 0.15442773 -0.99689958 -0.99331233 -0.95830012 0.094264723 -0.0032308661 -0.086086822 -0.97661833 -0.93967379 -0.97033693 -0.055777259 -0.1815675 -0.0062676115 -0.91315469 -0.87204524 -0.75970411 -0.16448612 -0.109237 -0.280165 -0.97150494 -0.9761512 -0.9486703 -0.92230856 -0.86125974 -0.92230856 -0.86125974 -0.97109557 -0.94736153 -0.88905526 -0.72287768 -0.97596914 -0.96055091 -0.97990924 -0.93248634 -0.88568628 -0.98847248 -0.93311491 -0.78559272 -0.97503388 -0.93469588 -0.96230511 -0.98080275 -0.95119755 -0.97813395 -0.88813701 -0.89368729 -0.70251798 -0.92102799 -0.86104002 -0.80365595 -0.89975904 -0.86356481 -0.94831091 -0.94466269 -0.76777544 -0.74039725 -0.9653227 -0.95703039
